"centrale_serial";"lecteur_serial"
"1101-2532001371";"22465200002400002b00002535001052"
"1101-2532001202";"22465200002400002b00002535001251"
"1101-2532001321";"22465200002400002b00002535001183"
"1101-2532001330";"22465200002400002b00002535001203"
"1101-2625000951";"22465200002400002b00002535000926"
"1101-2532001646";"22465200002400002b00002535001138"
"1101-2532001620";"22465200002400002b00002535001120"
"1101-2532000996";"22465200002400002b00002625001011"
"1101-2625000947";"22465200002400002b00002535001177"
"1101-2532000557";"22465200002400002b00002535001136"
"1101-2625000953";"22465200002400002b00002535000575"
"1101-2532001148";"22465200002400002b00002535001100"
"1101-2532000837";"22465200002400002b00002535000256"
"1101-2532001547";"22465200002400002b00002535001688"
"1101-2532000808";"22465200002400002b00002535002218"
"1101-2532000929";"22465200002400002b00002535002235"
"1101-2625000735";"22465200002400002b00002535000780"
"1101-2607000269";"22465200002400002b00002535000779"
"1101-2625000736";"22465200002400002b00002535000772"
"1101-2625000752";"22465200002400002b00002535002230"
"1101-2532000583";"22465200002400002b00002535000778"
"1101-2625000820";"22465200002400002b00002535001269"
"1101-2625000784";"22465200002400002b00002535001687"
"1101-2532000797";"22465200002400002b00002535002217"
"1101-2532000850";"22465200002400002b00002535001265"
"1101-2532000875";"22465200002400002b00002535001254"
"1101-2625000757";"22465200002400002b00002535002222"
"1101-2532000855";"22465200002400002b00002535000883"
"1101-2625000470";"22465200002400002b00002535001092"
"1101-2625000797";"22465200002400002b00002535001175"
"1101-2625001159";"22465200002400002b00002535000726"
"1101-2532000779";"22465200002400002b00002535000206"
"1101-2532000527";"22465200002400002b00002535002168"
"1101-2532000911";"22465200002400002b00002535001548"
"1101-2532000361";"22465200002400002b00002535000215"
"1101-2532001055";"22465200002400002b00002535000731"
"1101-2532000757";"22465200002400002b00002535000729"
"1101-2532000470";"22465200002400002b00002535000357"
"1101-2532000959";"22465200002400002b00002535001112"
"1101-2532000857";"22465200002400002b00002535000378"
"1101-2532001584";"22465200002400002b00002535000373"
"1101-2532000907";"22465200002400002b00002535000336"
"1101-2532001347";"22465200002400002b00002535000356"
"1101-2532001312";"22465200002400002b00002535001849"
"1101-2532000825";"22465200002400002b00002535000369"
"1101-2625000277";"22465200002400002b00002535000346"
"1101-2532001676";"22465200002400002b00002535001837"
"1101-2532000882";"22465200002400002b00002535001114"
"1101-2532000455";"22465200002400002b00002535001862"
"1101-2532000766";"22465200002400002b00002535001111"
"1101-2532000921";"22465200002400002b00002535000349"
"1101-2537001868";"22465200002400002b00002535001852"
"1101-2532000528";"22465200002400002b00002535000381"
"1101-2532001147";"22465200002400002b00002535000370"
"1101-2532001688";"22465200002400002b00002535001113"
"1101-2532000648";"22465200002400002b00002535000721"
"1101-2532000627";"22465200002400002b00002535000724"
"1101-2532001658";"22465200002400002b00002535000718"
"1101-2532001693";"22465200002400002b00002535000720"
"1101-2532001668";"22465200002400002b00002535000730"
"1101-2532000647";"22465200002400002b00002535002192"
"1101-2532000567";"22465200002400002b00002535000719"
"1101-2532001642";"22465200002400002b00002535001261"
"1101-2532001643";"22465200002400002b00002535001101"
"1101-2532000746";"22465200002400002b00002535001143"
"1101-2532001690";"22465200002400002b00002535001232"
"1101-2532000569";"22465200002400002b00002535001840"
"1101-2532000541";"22465200002400002b00002535001363"
"1101-2532001114";"22465200002400002b00002535001267"
"1101-2532000576";"22465200002400002b00002535001107"
"1101-2532000589";"22465200002400002b00002535000340"
"1101-2532000333";"22465200002400002b00002535001152"
"1101-2532000507";"22465200002400002b00002535000330"
"1101-2532001129";"22465200002400002b00002535001842"
"1101-2532001675";"22465200002400002b00002535001110"
"1101-2532001663";"22465200002400002b00002535001133"
"1101-2532000265";"22465200002400002b00002535001076"
"1101-2532000980";"22465200002400002b00002535001129"
"1101-2532001146";"22465200002400002b00002535001857"
"1101-2532001636";"22465200002400002b00002535001135"
"1101-2532001256";"22465200002400002b00002535001156"
"1101-2625000817";"22465200002400002b00002535000572"
"1101-2532000377";"22465200002400002b00002535001179"
"1101-2532000987";"22465200002400002b00002535000891"
"1101-2532001102";"22465200002400002b00002535001181"
"1101-2532000659";"22465200002400002b00002535000885"
"1101-2532000822";"22465200002400002b00002535000887"
"1101-2532001140";"22465200002400002b00002535000334"
"1101-2532001557";"22465200002400002b00002535000894"
"1101-2532000607";"22465200002400002b00002535000579"
"1101-2532001211";"22465200002400002b00002535000317"
"1101-2532001044";"22465200002400002b00002535000335"
"1101-2537002085";"22465200002400002b00002535001173"
"1101-2532000975";"22465200002400002b00002535001256"
"1101-2532000927";"22465200002400002b00002535000580"
"1101-2532000480";"22465200002400002b00002535000562"
"1101-2537002093";"22465200002400002b00002535000893"
"1101-2532000387";"22465200002400002b00002535000896"
"1101-2532001100";"22465200002400002b00002535001119"
"1101-2532000717";"22465200002400002b00002535000312"
"1101-2537002057";"22465200002400002b00002535000882"
"1101-2532000351";"22465200002400002b00002535001182"
"1101-2532000497";"22465200002400002b00002535001174"
"1101-2532000823";"22465200002400002b00002535001272"
"1101-2532000724";"22465200002400002b00002535001846"
"1101-2532001198";"22465200002400002b00002535000371"
"1101-2506000203";"22465200002400002b00002535001068"
"1101-2625000537";"22465200002400002b00002535001124"
"1101-2532001684";"22465200002400002b00002535001856"
"1101-2532000635";"22465200002400002b00002535001211"
"1101-2537001992";"22465200002400002b00002535001131"
"1101-2546000033";"22465200002400002b00002535001141"
"1101-2532001093";"22465200002400002b00002535001215"
"1101-2537001977";"22465200002400002b00002535001069"
"1101-2537002287";"22465200002400002b00002535001066"
"1101-2532000800";"22465200002400002b00002535001063"
"1101-2506000681";"22465200002400002b00002535001125"
"1101-2532001363";"22465200002400002b00002535001865"
"1101-2532001596";"22465200002400002b00002535000310"
"1101-2625000506";"22465200002400002b00002535001127"
"1101-2532001074";"22465200002400002b00002535001214"
"1101-2537001900";"22465200002400002b00002535001859"
"1101-2625000534";"22465200002400002b00002535000318"
"1101-2524001176";"22465200002400002b00002535001108"
"1101-2532000646";"22465200002400002b00002535001154"
"1101-2537002031";"22465200002400002b00002535001105"
"1101-2625000592";"22465200002400002b00002535001155"
"1101-2625000352";"22465200002400002b00002535001147"
"1101-2532001387";"22465200002400002b00002535001149"
"1101-2537002260";"22465200002400002b00002535000324"
"1101-2532001537";"22465200002400002b00002535000259"
"1101-2532001365";"22465200002400002b00002535001083"
"1101-2524000401";"22465200002400002b00002535000895"
"1101-2532000263";"22465200002400002b00002535000879"
"1101-2532000706";"22465200002400002b00002535001062"
"1101-2532000574";"22465200002400002b00002535000311"
"1101-2532000600";"22465200002400002b00002535001065"
"1101-2532000751";"22465200002400002b00002535001157"
"1101-2532000517";"22465200002400002b00002535001226"
"1101-2524000222";"22465200002400002b00002535001081"
"1101-2532000597";"22465200002400002b00002535001109"
"1101-2524000402";"22465200002400002b00002524000513"
"1101-2625000523";"22465200002400002b00002625001647"
"1101-2524000357";"22465200002400002b00002524000568"
"1101-2532001662";"22465200002400002b00002535002142"
"1101-2532000404";"22465200002400002b00002535002242"
"1101-2532000205";"22465200002400002b00002535000612"
"1101-2532001019";"22465200002400002b00002535001822"
"1101-2532000370";"22465200002400002b00002535001406"
"1101-2625000493";"22465200002400002b00002625001048"
"1101-2625000832";"22465200002400002b00002535000736"
"1101-2532000923";"22465200002400002b00002535001935"
"1101-2532000774";"22465200002400002b00002535002126"
"1101-2532000402";"22465200002400002b00002535000646"
"1101-2532001059";"22465200002400002b00002535001578"
"1101-2532001137";"22465200002400002b00002535000159"
"1101-2532001176";"22465200002400002b00002535001670"
"1101-2532000699";"22465200002400002b00002535001399"
"1101-2532001033";"22465200002400002b00002535001735"
"1101-2532001048";"22465200002400002b00002535002072"
"1101-2532000512";"22465200002400002b00002535001339"
"1101-2532000382";"22465200002400002b00002535001925"
"1101-2532000185";"22465200002400002b00002535000793"
"1101-2532000322";"22465200002400002b00002535001274"
"1101-2532000770";"22465200002400002b00002535001198"
"1101-2532001521";"22465200002400002b00002535002100"
"1101-2532000328";"22465200002400002b00002535000144"
"1101-2532000793";"22465200002400002b00002535000177"
"1101-2532001138";"22465200002400002b00002535002176"
"1101-2532001536";"22465200002400002b00002535002207"
"1101-2532000819";"22465200002400002b00002535002047"
"1101-2532001199";"22465200002400002b00002535000929"
"1101-2625000571";"22465200002400002b00002625001606"
"1101-2532001236";"22465200002400002b00002535002166"
"1101-2532001184";"22465200002400002b00002535000266"
"1101-2506000008";"22465200002400002b00002535000262"
"1101-2532000575";"22465200002400002b00002535000861"
"1101-2532001101";"22465200002400002b00002535000691"
"1101-2532001056";"22465200002400002b00002535001923"
"1101-2532001241";"22465200002400002b00002535001307"
"1101-2532001154";"22465200002400002b00002535002266"
"1101-2532000537";"22465200002400002b00002535000037"
"1101-2532000704";"22465200002400002b00002535002104"
"1101-2532001052";"22465200002400002b00002535002090"
"1101-2532001086";"22465200002400002b00002535000333"
"1101-2532001323";"22465200002400002b00002535000034"
"1101-2532000890";"22465200002400002b00002535002054"
"1101-2532000838";"22465200002400002b00002535000332"
"1101-2532001060";"22465200002400002b00002535000801"
"1101-2532000543";"22465200002400002b00002535001878"
"1101-2532000667";"22465200002400002b00002535002134"
"1101-2532000270";"22465200002400002b00002535001319"
"1101-2532001569";"22465200002400002b00002535000776"
"1101-2532000550";"22465200002400002b00002535000209"
"1101-2532000702";"22465200002400002b00002535001554"
"1101-2532000672";"22465200002400002b00002625000997"
"1101-2532000962";"22465200002400002b00002535001900"
"1101-2532001577";"22465200002400002b00002535000933"
"1101-2625000199";"22465200002400002b00002625001083"
"1101-2532001670";"22465200002400002b00002535001741"
"1101-2532000764";"22465200002400002b00002535002127"
"1101-2532000506";"22465200002400002b00002535002130"
"1101-2532001554";"22465200002400002b00002535001598"
"1101-2532000686";"22465200002400002b00002535001603"
"1101-2532000752";"22465200002400002b00002535001586"
"1101-2532001283";"22465200002400002b00002535000930"
"1101-2532000467";"22465200002400002b00002535002074"
"1101-2625000795";"22465200002400002b00002535000132"
"1101-2532000720";"22465200002400002b00002535000203"
"1101-2532000408";"22465200002400002b00002535000667"
"1101-2532001339";"22465200002400002b00002535000914"
"1101-2532001045";"22465200002400002b00002535000071"
"1101-2532001592";"22465200002400002b00002535001787"
"1101-2532001622";"22465200002400002b00002535001677"
"1101-2532001444";"22465200002400002b00002535000268"
"1101-2532001151";"22465200002400002b00002535002238"
"1101-2532001217";"22465200002400002b00002535001277"
"1101-2532001175";"22465200002400002b00002535002099"
"1101-2537002244";"22465200002400002b00002535001341"
"1101-2532001534";"22465200002400002b00002535001549"
"1101-2532000540";"22465200002400002b00002535000560"
"1101-2532001487";"22465200002400002b00002535001379"
"1101-2532000461";"22465200002400002b00002535001351"
"1101-2532000658";"22465200002400002b00002535001829"
"1101-2532000539";"22465200002400002b00002535000559"
"1101-2532001700";"22465200002400002b00002535000024"
"1101-2532001080";"22465200002400002b00002535001196"
"1101-2506000941";"22465200002400002b00002535001955"
"1101-2532000671";"22465200002400002b00002535000659"
"1101-2532000472";"22465200002400002b00002535001898"
"1101-2532000652";"22465200002400002b00002535001803"
"1101-2532000846";"22465200002400002b00002535001983"
"1101-2532000403";"22465200002400002b00002535000538"
"1101-2532000974";"22465200002400002b00002535001237"
"1101-2532000919";"22465200002400002b00002535000275"
"1101-2532000769";"22465200002400002b00002535000066"
"1101-2532000396";"22465200002400002b00002535001774"
"1101-2532000645";"22465200002400002b00002535000869"
"1101-2532000995";"22465200002400002b00002535001710"
"1101-2537002005";"22465200002400002b00002535001273"
"1101-2537002172";"22465200002400002b00002535001797"
"1101-2532000918";"22465200002400002b00002535000637"
"1101-2532001071";"22465200002400002b00002535001884"
"1101-2532000275";"22465200002400002b00002535001867"
"1101-2524000289";"22465200002400002b00002524000805"
"1101-2532001463";"22465200002400002b00002535002114"
"1101-2532001354";"22465200002400002b00002535001806"
"1101-2532001587";"22465200002400002b00002535001800"
"1101-2532001638";"22465200002400002b00002535002010"
"1101-2532000809";"22465200002400002b00002535001428"
"1101-2532000696";"22465200002400002b00002535001901"
"1101-2537002203";"22465200002400002b00002535001991"
